2021-02-16 11:21:13.758689,CaOH_test_prop_noaperture,successes_no_decel=0,successful_particles_no_decel=,0
2021-02-16 11:21:13.758700,CaOH_test_prop_noaperture,successes_with_decel=0,successful_particles_with_decel=,0
2021-02-16 11:27:31.606619,CaOH_test_prop_noaperture,successes_no_decel=578,successful_particles_no_decel=,166,190,373,473,479,1217,1291,1372,1387,1621,1624,1887,1925,1937,2240,2334,2609,2777,2836,3059,3196,3504,3568,3831,3851,3891,3920,4018,4507,4557,4962,5117,5152,5166,5232,5308,5581,5727,5981,6166,6261,6398,6402,6525,6553,6573,6628,6906,7036,7442,7460,7486,7621,7805,7834,8026,8216,8267,8440,8632,8798,9549,9615,9630,10173,10367,10443,10629,10714,11344,11516,11811,12023,12117,12276,12321,12527,12570,13097,13515,13533,13613,13677,13842,14106,14461,14567,14903,15074,15267,15328,15378,15392,16040,16257,16411,16464,16572,16885,16898,17094,17595,17643,17663,18171,18336,18377,18491,18547,18582,18617,18817,18875,19052,19944,19964,20281,20325,20348,20425,20463,20512,20528,20705,20987,21331,21783,21842,21917,21961,22093,22132,22394,22398,22540,22587,22602,22607,22844,23016,23074,23181,23313,23832,23955,24004,24578,24830,24944,25071,25502,25628,25708,25855,26032,26171,26405,26512,26707,26773,26951,27069,27232,27267,27663,27809,28050,28194,28370,28457,28502,28519,28611,28969,29020,29044,29084,29180,29416,29531,29984,30224,30884,31132,31289,31320,31561,31754,32063,32070,32151,32378,32542,32574,32626,32720,32995,33473,33622,33834,33851,34009,34076,34153,34439,34530,34609,34678,34721,34867,35115,35331,35431,35614,36184,36410,36459,36815,36820,37499,37583,37639,37861,37884,38393,38426,38581,38815,38819,39061,39272,39412,39751,39892,40051,40060,40095,40168,40519,40701,40913,40915,40925,41199,41242,41266,41300,41311,41449,42192,42203,42427,42663,42789,42815,43233,43300,43541,43779,44006,44068,44132,44449,44835,44887,44956,45228,45254,45368,45445,45466,45620,45763,45996,46104,46165,46262,46367,46491,46493,46587,46832,47228,47986,48162,48209,48266,48379,48413,48433,48468,48698,48706,48776,48783,48862,49047,49138,49216,49278,49283,49285,49511,49916,49925,50012,50275,50589,50701,50776,50928,51023,51186,51221,51258,51300,51396,51608,51920,51969,52140,52462,52694,53113,53466,53475,53956,54087,54179,54461,54743,54807,54829,54832,55245,55579,55587,55766,55773,55775,55858,56009,56012,56228,56357,57153,57225,57410,57582,57606,57687,57953,58014,58357,58429,58456,58491,59047,59087,59090,59250,59539,59607,59987,60053,60287,60648,60713,60828,60990,61051,61255,61289,61771,62246,62539,62668,62761,63080,63188,63394,63596,63759,63799,63806,63854,63857,64206,64300,64606,64670,64864,64915,64921,65507,66032,66562,67093,67127,67278,67293,67650,67775,67813,67891,68123,68169,68261,68380,68511,68853,69196,69263,69293,69499,70158,70272,70345,70413,70430,70635,70795,70805,70847,71101,71130,71237,71535,71904,71910,72106,72847,73005,73141,73218,73221,73263,73347,73733,74042,74517,74595,74739,74857,75146,75262,75272,75348,75388,75966,76028,76205,76210,76469,76821,77214,77562,77710,77717,77811,77812,78051,78398,78612,78737,78995,79094,79403,79662,79688,79782,79864,79935,80072,80167,80195,80205,80231,80682,80747,81161,81277,81490,81861,82416,82428,82439,82712,83243,83470,83592,83724,83751,84202,84263,84300,84472,84623,84680,84717,84805,84825,85012,85295,85533,85749,86149,86516,86535,86725,87107,87260,87342,87460,87497,87555,87763,87776,87802,88040,88375,88820,88858,88871,90124,90259,90266,90334,90363,90367,90661,91029,91689,91749,92005,92021,92100,92196,92310,92393,92701,92856,93048,93474,93573,93666,93782,93880,93945,94237,94314,94809,94817,94821,94925,95645,95746,96078,96326,96331,96922,97140,97402,97859,97978,98018,98023,98375,98474,98770,98803,99148,99183,99355,99361,99715,99821,99967
2021-02-16 11:27:31.606632,CaOH_test_prop_noaperture,successes_with_decel=338,successful_particles_with_decel=,166,190,373,473,1217,1372,1387,1621,1937,2334,2609,3196,3831,3851,3891,3920,4557,4962,5117,5152,5232,5308,5581,5981,6166,6398,6402,6573,6628,6906,7442,7460,7834,8026,8216,8440,8632,9615,9630,10173,10443,10629,10714,12117,12570,13097,13515,13533,13613,14106,14461,14903,15074,15267,15392,16040,16411,16572,16885,16898,17094,17595,17643,18171,18336,18377,18491,18582,18817,18875,20311,20325,20425,20463,20512,20705,21842,21961,22132,22394,22540,23016,23181,23832,24578,24944,25708,25855,26171,26707,27069,28050,28194,28457,28502,28611,29020,29084,29180,29416,29984,30884,31289,31320,32063,32151,32378,32542,32626,32720,33851,34009,34153,34439,34609,34678,34867,35115,35614,36410,36459,36815,36820,37499,37583,37639,38393,38426,38581,38819,39751,40060,40168,40519,40701,40915,41199,42203,42427,42663,42815,43300,43541,43779,44132,44449,44887,44956,45254,45368,45466,45763,45996,46165,46262,46493,46587,46832,47228,47986,48162,48209,48266,48379,48413,48468,48698,48776,48783,49047,49138,49278,49283,49916,49925,50012,50589,50701,50776,51023,51186,51221,51258,51300,51396,52140,52462,53956,54179,54461,54829,55245,55587,55766,55775,55858,56009,56012,56228,56357,57410,58014,58357,58429,58456,59047,59087,59250,59607,60287,60648,60828,60990,62246,62539,62668,62761,63080,63188,63394,63596,63759,63806,63854,64206,64300,64670,64915,65507,67127,67293,67650,67775,67813,67891,68123,68169,68261,68380,68511,68853,69196,69263,70158,70430,70795,70805,70847,71101,71535,71904,72106,72847,73141,73218,73263,73733,74042,74517,74739,74857,75146,75272,75388,75966,76028,76205,76210,76469,76821,77710,77717,77811,77812,78051,78995,79094,79403,79662,79688,79782,80195,80205,80231,80682,80747,81490,82439,82712,83243,83724,84263,84623,84805,84825,85012,85749,86149,86535,86725,87460,87497,87555,87763,87802,88375,88820,88858,90124,90259,90266,90334,90363,90367,91029,91689,92100,92196,92310,92393,92701,93048,93945,94314,94809,95746,96326,96922,97140,97402,98023,98474,98770,99183,99355,99361,99715,99821
2021-02-16 11:59:26.334260,CaOH_test_fig8,gate=0.15,successes=45724
2021-02-16 11:59:26.416066,CaOH_test_fig8,gate=0.4,successes=11133
2021-02-16 11:59:26.417554,CaOH_test_fig8,gate=0.65,successes=0
2021-02-16 11:59:26.418985,CaOH_test_fig8,gate=0.9,successes=0
2021-02-16 11:59:26.420367,CaOH_test_fig8,gate=1.15,successes=0
2021-02-16 11:59:26.723729,CaOH_test_fig8,successes_pp=1130,succ_mols_pp=,2,12,154,166,170,190,240,373,429,473,912,950,1168,1179,1217,1372,1387,1407,1529,1565,1621,1738,1802,1937,1964,1994,2270,2334,2371,2471,2516,2609,2872,2924,2979,3196,3375,3434,3465,3693,3722,3823,3831,3848,3851,3891,3895,3920,3928,4004,4214,4250,4295,4318,4419,4471,4540,4557,4588,4803,4909,4962,5117,5152,5157,5232,5308,5543,5545,5562,5581,5626,5981,6091,6166,6292,6402,6573,6628,6644,6817,6830,6906,6997,7000,7028,7065,7095,7162,7264,7351,7361,7442,7460,7586,7668,7788,7794,7813,7834,7973,8026,8037,8060,8113,8216,8260,8428,8440,8529,8692,8806,8860,8905,8957,9394,9436,9459,9615,9627,9630,9727,9857,9930,9947,10173,10214,10237,10242,10370,10371,10432,10443,10629,10705,10714,10796,10820,10848,10933,11128,11187,11240,11311,11390,11396,11411,11429,12049,12117,12118,12138,12362,12447,12477,12505,12570,12571,12629,12768,12823,12891,13097,13109,13380,13476,13498,13515,13533,13584,13613,14023,14035,14057,14084,14106,14156,14461,14506,14634,14652,14671,14903,14933,15074,15267,15367,15392,15409,15537,15542,15626,15713,16040,16161,16286,16411,16436,16572,16898,17094,17162,17272,17288,17306,17356,17445,17595,17639,17643,17648,17798,17889,17918,17944,18119,18156,18171,18336,18371,18377,18423,18438,18472,18491,18548,18582,18817,18841,18875,19239,19247,19256,19433,19475,19642,19703,19730,19754,19806,19826,19850,19903,20068,20121,20325,20425,20434,20463,20512,20531,20575,20619,20705,20766,20891,21051,21140,21280,21588,21842,21961,22132,22394,22540,22558,22704,22791,22862,22957,23016,23057,23139,23181,23226,23251,23277,23468,23662,23753,23831,23832,24034,24168,24176,24464,24578,24611,24789,24794,24799,24879,24944,24994,25143,25179,25372,25533,25623,25708,25755,25756,25855,26007,26171,26318,26555,26707,26807,26894,27069,27077,27356,27426,27532,27731,27817,27859,27901,28017,28050,28056,28152,28194,28309,28457,28461,28502,28611,28642,28857,29020,29084,29142,29180,29207,29416,29471,29619,29775,29940,29958,29984,30317,30459,30869,30884,31045,31222,31266,31289,31320,31369,31741,31848,31984,32063,32151,32201,32213,32248,32378,32434,32542,32626,32720,32748,32806,32906,32984,33099,33196,33422,33516,33647,33713,33825,33851,34009,34020,34153,34411,34439,34609,34633,34639,34678,34783,34867,35019,35024,35062,35115,35166,35277,35308,35614,35630,35672,35713,35905,36278,36410,36500,36632,36648,36723,36815,36933,36954,37052,37057,37138,37193,37342,37499,37583,37639,37692,37795,37870,37921,38094,38344,38393,38426,38581,38642,38697,38819,38962,38978,39007,39056,39095,39097,39102,39155,39494,39562,39616,39617,39713,39751,39865,39935,39939,40028,40060,40168,40332,40360,40519,40523,40701,40774,40790,40802,40915,40926,40990,41032,41088,41155,41157,41199,41499,41554,41586,41594,41802,41833,41853,41898,42141,42203,42427,42663,42781,42815,42842,43300,43326,43342,43359,43418,43441,43541,43756,43779,43892,43970,44132,44232,44449,44463,44534,44809,44887,44956,45341,45368,45466,45483,45618,45738,45763,45843,45921,45987,45991,45996,46023,46099,46165,46240,46262,46455,46493,46587,46596,46793,46858,46903,47050,47093,47110,47228,47339,47465,47686,47942,47986,48098,48122,48162,48181,48209,48242,48266,48311,48379,48383,48413,48468,48555,48624,48776,48783,48787,48898,49017,49047,49124,49138,49155,49278,49283,49557,49640,49702,49727,49731,49916,49925,49951,50002,50012,50166,50221,50296,50342,50380,50589,50606,50747,50776,50815,50871,50942,51023,51186,51221,51225,51258,51300,51312,51317,51396,51586,51812,51815,51826,51864,52140,52150,52462,52662,52798,53000,53145,53192,53335,53434,53435,53627,53681,53772,53781,53804,53956,54008,54025,54179,54244,54326,54461,54829,55053,55245,55472,55491,55548,55587,55595,55736,55766,55775,55823,55858,55893,56009,56012,56080,56105,56154,56189,56228,56357,56400,56440,56638,56770,57029,57033,57133,57141,57322,57404,57410,57514,57690,57725,57775,57780,58014,58168,58200,58357,58429,58456,58868,59011,59047,59067,59087,59149,59250,59282,59399,59441,59474,59590,59607,59702,59749,59795,59809,59817,59875,59947,60055,60144,60280,60287,60453,60584,60633,60648,60720,60771,60828,60883,60903,60945,60986,60990,61307,61341,61348,61463,61520,61610,61759,61821,61854,61955,62047,62136,62246,62471,62539,62668,62761,62904,63080,63179,63188,63297,63394,63404,63434,63596,63733,63759,63776,63806,63823,63825,63854,63909,63960,64151,64190,64206,64300,64320,64354,64590,64670,64740,64915,64953,65161,65507,65691,65820,65830,65843,65845,65904,66571,66709,66754,66805,67089,67095,67096,67121,67127,67293,67311,67468,67514,67521,67644,67650,67654,67691,67775,67813,67879,67891,67944,68123,68169,68261,68318,68380,68413,68489,68511,68535,68575,68742,68853,69028,69038,69116,69154,69196,69207,69263,69494,69560,70141,70158,70193,70209,70279,70301,70335,70377,70394,70424,70430,70559,70795,70805,70827,70847,70976,71020,71101,71169,71255,71284,71314,71475,71535,71663,71904,71947,71974,72106,72111,72224,72287,72350,72401,72472,72847,72882,73141,73218,73263,73334,73457,73700,73733,73784,74008,74036,74042,74050,74114,74140,74263,74377,74390,74412,74478,74517,74691,74720,74738,74739,74744,74755,74805,74857,74909,75146,75226,75272,75388,75651,75966,76028,76075,76100,76111,76210,76308,76467,76469,76777,76821,76895,77157,77178,77194,77330,77554,77710,77717,77775,77811,77812,77835,78051,78164,78267,78410,78572,78749,78799,78900,78995,79094,79261,79357,79403,79567,79662,79688,79715,79782,79904,80098,80147,80195,80205,80231,80411,80583,80682,80747,80917,81300,81480,81490,81864,81870,82098,82115,82188,82327,82359,82374,82439,82452,82587,82691,82712,82786,83174,83243,83360,83425,83492,83537,83724,83734,83982,84175,84187,84263,84442,84529,84549,84623,84805,84825,84923,85012,85100,85126,85222,85309,85335,85339,85352,85592,85614,85706,85749,85871,85979,85986,85987,86149,86423,86535,86591,86691,86695,86748,86770,86885,87126,87129,87219,87334,87340,87345,87460,87497,87555,87584,87668,87718,87728,87741,87763,87777,87784,87802,87826,88002,88022,88116,88120,88168,88170,88375,88423,88569,88788,88820,88858,88900,88924,89127,89158,89178,89225,89382,89466,89521,89667,89878,89911,89941,89986,90124,90160,90259,90266,90269,90334,90361,90363,90367,90618,90703,90727,90830,90866,91006,91028,91029,91240,91304,91360,91369,91435,91670,91689,91866,91923,92086,92102,92196,92269,92310,92455,92559,92633,92701,92798,92860,92950,92959,92984,93047,93048,93325,93424,93625,93705,93722,93834,94017,94293,94303,94314,94541,94542,94564,94745,94809,94927,94941,94959,95105,95266,95464,95469,95489,95491,95503,95612,95746,95852,95915,96164,96180,96240,96296,96326,96922,97119,97140,97402,97534,97690,97691,98023,98200,98238,98474,98506,98516,98570,98746,98750,98770,98876,99091,99183,99195,99355,99361,99632,99715,99821,99840,99874,99974
